title,abstract,keywords,issue_vol,issue_no,url
بررسی اثر شاخص پیچیدگی اقتصادی بر سطح تولید ناخالص داخلی ایران,"
اقتصادی که بر خام فروشی و تولید ساده استوار است، هر لحظه با خطر تهدید روبرو است. لذا یکی از راهبردهای محوری در تحقق رشد و توسعه اقتصادی اتکای اقتصاد به تولید و صادرات محصولات پیچیده و مبتنی بر دانش است. بر همین اساس، هدف اصلی از نگارش این مقاله بررسی تأثیر شاخص پیچیدگی اقتصادی بر تولید ناخالص داخلی ایران می‌باشد. برای این منظور از داده‌های فصلی مربوط به دوره زمانی 1398ـ1374 کشور ایران و روش خود رگرسیون برداری بیزین (BVAR) برای بررسی ارتباط میان شاخص پیچیدگی اقتصادی و سطح تولید ناخالص داخلی استفاده شده است. 
نتایج مدل حاکی از آن است که شوک شاخص پیچیدگی اقتصادی بر سطح تولید ناخالص داخلی تأثیر منفی دارد زیرا پیچیدگی اقتصادی نیازمند افزایش تعداد وظایفی است که باید به صورت تخصصی در فرآیند تولید انجام شود، لذا افزایش شاخص پیچیدگی در اقتصاد ایران بدون ارتقای زیرساخت های لازم می‌تواند خطر شکست فرآیند تولید را افزایش دهد. 
همچنین نتایج نشان می‌دهد شوک شاخص فساد و شوک تورم اثر منفی بر سطح تولید ناخالص داخلی دارد. شوک شاخص آزادی مالی، درجه باز بودن تجاری و سرمایه‌گذاری مستقیم خارجی تأثیر مثبت بر سطح تولید ناخالص داخلی دارد. در حالی که تأثیر شوک شاخص آزادی سرمایه‌گذاری بر تولید ناخالص داخلی بسیار ناچیز است.
","شاخص پیچیدگی اقتصادی, تولید ناخالص داخلی, تئوری O-ring, روش خودرگرسیون برداری بیزین (BVAR)",23,3,https://ecor.modares.ac.ir/article-18-65259-fa.html
تحلیل عوامل مؤثر بر رشد اقتصادی ایران با تأکید بر توان خانوار در مواجهه با ریسک (رویکرد رگرسیون انتقال ملایم),"
هدف از تدوین این مقاله، تحلیل اثرات شاخص توان خانوار در مواجهه با ریسک، بر رشد اقتصادی ایران طی دوره زمانی 1399-1368 می‌باشد. بدین منظور، ابتدا شاخص توان خانوار در مواجهه با ریسک با استفاده از متغیرهای زیر‌مجموعه دسترسی به منابع مالی، حمایت اجتماعی، سرمایه انسانی و ظرفیت اقتصادی دولت و با به‌کارگیری روش تحلیل مؤلفه اصلی (PCA) برای دوره مورد مطالعه ساخته شد. سپس مدل رشد اقتصادی با در نظر گرفتن متغیرهای مستقل شاخص توان خانوار در مواجهه با ریسک، کمک‌های رسمی توسعه‌ای، باز بودن تجاری، سرمایه، نیروی کار و بهره‌وری نیروی کار، با استفاده از روش رگرسیون انتقال ملایم (STR) برآورد گردید. نتایج، حاکی از آن است که شاخص توان خانوار در مواجهه با ریسک متغیر انتقال تابع لاجستیک برای رشد اقتصادی، با وجود یک حد آستانه و دو رژیم حدی می‌باشد، که با گذر از حدآستانه 789/0 درصد، به انتقال تابع رشد از رژیم اول به رژیم دوم منجر شده، و از طرفی، متغیرهای شاخص توان خانوار در مواجهه با ریسک، باز بودن تجاری، سرمایه، نیروی کار و بهره‌وری نیروی کار در هر دو رژیم، اثر مثبت بر رشد اقتصادی داشته‌اند، اما اثر آن‌ها در رژیم دوم تشدید شده است؛ در حالی که متغیر کمک‌های رسمی توسعه‌ای در رژیم اول، اثر مثبت بر رشد اقتصادی بر جای گذاشته، اما در رژیم دوم، اثر معناداری بر رشد اقتصادی ایران نداشته است.
","رشد اقتصادی, توان خانوار در مواجهه با ریسک, کمک‌های رسمی توسعه‌ای, باز بودن تجاری, تحلیل مؤلفه‌های اصلی, رگرسیون انتقال ملایم",23,3,https://ecor.modares.ac.ir/article-18-65569-fa.html
بررسی علل تداوم سیاست های تورم زا در ایران از منظر سطح تحلیلی توسعه,"
هیچ متغیر اقتصادی مانند تّورم، جامعه را با آشوب‌های اجتماعی، فرهنگی، سیاسی و حتی امنیت ملی مواجه نمی‌کند. توّرم، اعتماد در ساختار اقتصادی، اجتماعی و سیاسی را به شدت کاهش می‌دهد و موجب کاهش معنی‌دار کنترل اجتماعی می‌شود، و بنیه اقتصادی اجتماعات را در راستای حفظ سطح واقعی کنترل‌های بازدارنده تحلیل می‌برد و فرسایش می‌دهد. بنابراین، بی‌جهت نیست که در عرصه سیاست‌گذاری‌های اقتصادی، اجتماعی در مقیاس جهانی، تا این اندازه بر روی آثار سیاست‌های اقتصادی بر تورم، حساسیت اعمال می‌شود. در این پژوهش،‌ با استفاده از رویکرد تحلیلی اقتصاد سیاسی توسعه، به دنبال چرایی اتخاذ سیاست‌های تورم‌زا و تداوم و تقویت آن در اقتصاد ایران طی سال های 1398-1368بوده ایم. در این پژوهش، با استفاده از روش تحلیلی و توصیفی بر پایه داده های رسمی (اسناد)، سعی شده از جنبه شناختی با تصحیح دیدگاه‌ نسبت به علل تورم در اقتصاد ایران، به بررسی اینکه چرا از منظر اقتصاد سیاسی، اراده سیاست‌گذاری اقتصادی در ایران، گرایش به اتخاذ سیاست‌های تورم‌زا دارد، بپردازد و با اتکا بر ادبیات اقتصاد سیاسی تورم، آثار تورم ‌را بر شعاع اعتماد و همکاری‌های اجتماعی مبتنی بر اعتماد، مورد ارزیابی قرار دهد. در این پژوهش، مسأله اصلی، وضعیت نامتقارن نفع برندگان و زیان بینندگان از این سیاست در ساحت های سیاست و اقتصاد دانسته شده و به دنبال پاسخ به سؤال اصلی تحقیق، یک منطق صحیح هدفگذاری تورم را نه به عنوان قاعده سیاست‌گذاری کوتاه مدت بلکه به عنوان یک چهارچوب سیاست‌گذاری بر محور افق‌های میان‌مدت و بلندمدت معرفی می کند و با تأکید بر ضرورت حفظ توانایی بانک مرکزی برای حل مسائل کوتاه‌مدت، نیاز به برنامه‌ای فراگیر و همه جانبه تحت عنوان تولید محوری (بر پایه کاهش فساد و تحول نظام پاداش‌دهی) را شاهراه اصلی حل پدیده تورم معرفی می‌نماید.


","اقتصاد سیاسی تورم, تورم, سطح تحلیلی توسعه, تولید محوری",23,3,https://ecor.modares.ac.ir/article-18-65409-fa.html
تبیین جایگاه ماتریس حسابداری اجتماعی مالی در تحلیل های اقتصادی,"
بررسی دقیق آثار اقتصادی و اجتماعی سیاست های مختلف، نیازمند ارائه تصویری کامل از نحوه ارتباط اجزای اقتصاد ملی است. ارائه این تصویر، از طریق تکمیل جریان دایره وار درآمد ملی با ادغام حساب های واقعی و مالی اقتصاد امکان پذیر می گردد. ماتریس حسابداری اجتماعی مالی (FSAM) اطلاعات لازم در مورد جریان های مالی میان نهادهای داخلی جامعه و همچنین سرمایه گذاری های مالی و غیرمالی و منابع تأمین مالی آنها را در یک چهارچوب جامع و سازگار فراهم می کند. از این رو، ایجاد چنین چهارچوبی که بازار مالی و ارتباط آن با سایر سیستم اقتصادی را پوشش می دهد، برای بررسی آثار سیاست ها و تصمیمات اقتصادی ضروری است. در این راستا، هدف اصلی مطالعه حاضر، تدوین ماتریس حسابداری اجتماعی مالی برای ایران می باشد. به این منظور، داده های جدول عرضه و مصرف اقتصاد ایران برای سال 1397 به هنگام سازی و ماتریس حسابداری اجتماعی مالی ایران بر پایه این جداول تدوین شد. سپس تأثیر صادرات مواد غذایی خام و فرآوری شده بر رشد فعالیت های اقتصادی ایران از طریق الگوی مبتنی بر FSAM ارزیابی گردید. نتایج این پژوهش، نشان داد که ضرایب فزاینده در همه حساب ها در الگوی FSAM بیشتر از الگوی SAM بوده، که این تفاوت، بیانگر نقش مهم جریانات مالی در اقتصاد است. در واقع، انتقال وجوه مازاد پس اندازکنندگان به متقاضیان وجوه مالی و رفع کمبود منابع مالی، در یک چرخه مثبت، به سرمایه گذاری بیشتر، تولید و درآمد بیشتر منجر می شود و میان بخش واقعی و مالی اقتصاد، ارتباط ایجاد می کند. لذا پیشنهاد می شود در جهت ارائه تحلیلی دقیق از آثار سیاست های اقتصادی و اجتماعی، جریانات مالی مد نظر قرار داده شود.
","حسابداری ملی, به هنگام سازی, حساب های مالی, صادرات, ایران",23,3,https://ecor.modares.ac.ir/article-18-65713-fa.html
برآورد شاخص آسیب‌پذیری برده‌داری نوین در کشور ایران به تفکیک مناطق شهری و روستایی به روش فازی,"
یافته‌های حاصل از مطالعات و پژوهش‌های سازمان جهانی کار و سازمان جهانی مهاجرت[1] (2022)، نشان می‌دهد که در سراسر دنیا، بیش از 40 میلیون نفر، قربانی[2] انواعی از برده‌داری نوین[3] هستند. از طرف دیگر مطالعات (نهاد) شاخص جهانی برده‌داری[4] (2021)، بیانگر آن است که در کشور ایران، بیش از 495 هزار نفر «برده نوین» وجود دارد. پیدایش چنین آسیبی، محرکی برای بررسی این آسیب و عوامل موجد آن است که با محاسبه شاخص‌های آسیب‌پذیری آن برای ایران با روش فازی، می‌توان هدف فوق را محقق نمود. شاخص آسیب پذیری برده‌داری نوین به روش فازی در این مطالعه، در یک فرایند سه مرحله‌ای با استفاده از چهار مؤلفه 1. حمایت‌های سیاسی و مدنی؛ 2. حقوق اقتصادی، اجتماعی و سلامت؛ 3. امنیت شخصی و 4. جنگ و پناهندگی[5] به دست خواهد آمد. در بخش اول مطالعه حاضر، ضمن بررسی مفهوم برده‌داری نوین و تشریح انواع آن، به تحلیل ادبیات موجود در این باب پرداخته‌ایم؛ پس از آن، شاخص آسیب‌پذیری برده‌داری نوین به تفکیک شهر و روستا و در نهایت، برای کل کشور محاسبه خواهد شد که با داشتن این شاخص، می توان شرایط برده‌داری را در سال‌های بین 1375 الی 1397 مورد بررسی قرار داد. یافته‌های این پژوهش، نشان می‌دهد که شاخص فوق برای بازه زمانی مذکور، دارای روند نزولی بوده است. 
 

[1]. Global Estimates of Modern Slavery: Forced Labour and Forced Marriage
[2]. Victim
[3]. Modern Slavery
[4]. Global Slavery Index
[5]. Refugees and Conflict

 




","برده‌داری, آسیب‌پذیری, کار اجباری, ازدواج اجباری, منطق فازی",23,3,https://ecor.modares.ac.ir/article-18-65544-fa.html
عوامل تأثیرگذار بر سرعت همگرایی شاخص فلاکت در استان‌های ایران طی دوره 1399-1385,"
در این مطالعه، به بررسی تأثیر رشد اقتصادی، فناوری اطلاعات و ارتباطات (فاوا)، سرمایه انسانی و  بی انضباطی پولی بانک ها بر همگرایی شاخص فلاکت در استان‌ها در دوره زمانی 1399-1385 با استفاده از اقتصادسنجی فضایی پرداخته ‌شده است. نتایج حاصل از برآورد مدل‌ها، نشان داد که رشد اقتصادی و سرمایه انسانی، تأثیر منفی و معنی دار، فاوا و بی انضباطی پولی بانک ها، تأثیر مثبت و معنی دار بر همگرایی شاخص فلاکت در استان‌ها دارند. سرعت همگرایی بتای شرطی برآورد شده با حضور رشد اقتصادی، فناوری اطلاعات و ارتباطات (فاوا)، سرمایه انسانی و بی انضباطی پولی بانک ها، بیشتر از حالت همگرایی مطلق می‌باشد. با توجه به سرعت همگرایی، درحالت همگرایی مطلق، سالانه حدود 9/10درصد و در حالت  همگرایی شرطی، سالانه حدود 6/12 درصد از اختلاف میان نرخ رشد فعلی شاخص فلاکت استان ها و شاخص فلاکت تعادلی بلندمدت استان ها بر طرف می شود. ضریب وقفه فضایی متغیر وابسته نیز نشان داد که شاخص فلاکت هر استان، می‌تواند تحت تأثیر تغییرات شاخص فلاکت استان های مجاور قرار گیرد. 
","همگرایی, شاخص فلاکت, اقتصادسنجی فضایی, بی انضباطی پولی",23,3,https://ecor.modares.ac.ir/article-18-64997-fa.html
بررسی تأثیر شاخص‌های توسعه انسانی، سیاسی و آزادی‌های مدنی بر کیفیت محیط‌زیست,"
در چند دهه اخیر، محیط‌زیست به لحاظ اهمیتی که برای بشر دارد، به یکی از مهم‌ترین نگرانی‌های جوامع و حکومت‌ها تبدیل‌شده و بنابراین، بررسی همه‌جانبه و تعیین عوامل مؤثر و مخرب بر آن، از اهمیت ویژه‌ای برخوردار می‌باشد؛ تا جایی که دولت‌ها را وادار به اتخاذ سیاست‌ها و برنامه‌های کوتاه‌مدت و بلندمدت برای حفاظت از محیط‌زیست نموده است. در این پژوهش، تأثیر شاخص‌های توسعه انسانی، سیاسی و آزادی‌های مدنی بر کیفیت محیط‌زیست (رد پای اکولوژیکی) در کشورهای درحال‌توسعه و توسعه‌یافتۀ منتخب طی دوره زمانی 2017-2000 با استفاده از روش گشتاورهای تعمیم‌یافته سیستمی، مورد بررسی قرار گرفت. همچنین ادبیات اقتصادی موجود در مورد فرضیه کوزنتس زیست‌محیطی، نشان می‌دهد که در یک سطح آستانه از درآمد سرانه، کشورها به سطحی از توسعه می‌رسند که پیشرفت‌های زیست‌محیطی حاصل می‌گردد؛ ولی شاخص درآمد سرانه فقط دربرگیرنده بعد اقتصادی توسعه است و لذا در این پژوهش، از شاخص توسعه انسانی که بعد اقتصادی و اجتماعی توسعه را در برمی‌گیرد، به بررسی فرضیه کوزنتس زیست‌محیطی پرداخته ‌شده است. یافته‌های پژوهش، حاکی از آن است که شاخص‌های توسعه انسانی، سیاسی و آزادی‌های مدنی در هر دو گروه کشور مورد مطالعه، تأثیر منفی و معناداری بر ردپای اکولوژیکی دارد. همچنین بر اساس نتایج فرضیه کوزنتس، در کشورهای مورد مطالعه، رابطه میان شاخص توسعه انسانی و ردپای اکولوژیکی تأییدکننده فرضیه کوزنتس و U معکوس هستند؛ بنابراین به سیاست‌گذاران توصیه می‌شود که از طریق فراهم کردن سیستم آموزشی و مراقبت‌های بهداشتی بهتر برای همه افراد جامعه و افزایش دموکراسی و فعالیت‌های مدنی، به بهبود محیط‌زیست کمک کنند.
","شاخص توسعه انسانی, شاخص توسعه سیاسی, ردپای اکولوژیکی, فرضیه کوزنتس زیست‌محیطی, گشتاورهای تعمیم‌یافته سیستمی",23,2,https://ecor.modares.ac.ir/article-18-62687-fa.html
تحلیل و بررسی تأثیر خصوصی‌سازی بر آلودگی محیط ‌زیست در ایران: کاربرد روش TVP-VAR,"
مطالعاتی که در رابطه ‌با خصوصی‏سازی در ایران انجام شده، تنها جنبه اقتصادی خصوصی‏سازی را در نظر گرفته‏، و هدف اصلی از خصوصی‏سازی را افزایش کارآیی و بهره‏وری اقتصادی عنوان کرده‏اند و به دیگر جنبه‏های آن مانند جنبه‏های زیست‏محیطی، چندان توجه نشده است. هدف از مطالعه حاضر، بررسی تأثیر خصوصی‏سازی بر آلودگی محیط ‏زیست در ایران است. برای این منظور، مکانیزم‏های اثرگذاری خصوصی‏سازی بر آلودگی محیط‌زیست تحلیل شده و از داده های سری زمانی سال‏های 99-1370، روش خودرگرسیون برداری با پارامترهای قابل تغییر طی زمان (TVP-VAR) به‌ عنوان کار تجربی بهره گرفته شده، و از میزان انتشار آلاینده‏ زیست محیطی دی‌اکسیدکربن، به‌عنوان شاخص‏ آلودگی و از ارزش واگذاری‏های سهام و دارایی‏های بخش دولتی به بخش خصوصی، به‌عنوان شاخص خصوصی‏سازی استفاده به عمل آمده است. نتایج پژوهش حاضر، نشان می‏دهد که با وجود اجرای ناقص، غیرعلمی و سیاست‏زده خصوصی‏سازی در ایران، خصوصی‏سازی، سبب کاهش انتشار گاز دی‌اکسیدکربن در ایران شده است. 
","خصوصی‌سازی, آلودگی محیط‌زیست, روش خود رگرسیون برداری با پارامترهای قابل تغییر طی زمان, ایران",23,2,https://ecor.modares.ac.ir/article-18-63030-fa.html
نقش صندوق های سرمایه گذاری در رشد اقتصادی ایران,"
اقتصاد ایران، همواره با مشکل نقدینگی و تأمین مالی برای بخش های تولید مواجه بوده است. صندوق های سرمایه گذاری به عنوان یک متخصص مالی، با توجه به پتانسیل های موجود، می توانند این مشکل را تعدیل کنند. در این ارتباط هدف از مطالعه حاضر، آن بوده است که به بررسی تأثیر احتمالی صندوق های سرمایه گذاری بر رشد اقتصادی ایران بپردازیم. برای این هدف، اقتصادی با سه بخش تولید، خانوار و صندوق سرمایه گذاری در نظر گرفته شده است. مدل پیشنهادی برای سال‌های 1389:1 تا 1399:4 در دوره‌های فصلی با روش گشتاورهای تعمیم ‌یافته (GMM) برآورد شده، و نتایج، نشان می دهد که سرمایه گذاری صندوق های سرمایه گذاری در بازار اولیه، تأثیر مثبت و معناداری بر تولید ناخالص داخلی داشته است. جریان ورودی صندوق‌های سرمایه‌گذاری مشترک، تأثیر معنا‌داری بر تولید ناخالص داخلی ندارد. اثر متقابل جریان  وجوه صندوق و سرمایه گذاری اولیه صندوق، تأثیر منفی و معناداری بر تولید ناخالص داخلی دارد. بنابراین بر اساس یافته های مدل، صندوق های سرمایه گذاری به واسطۀ جذب و تخصیص منابع، با رفع بخشی از کمبود نقدینگی بخش های تولید، می توانند اثر مثبتی بر رشد اقتصادی بگذارند. در انتها، توصیه سیاستی بر اساس نتایج مدل، این است که سیاست گذاران، توسعه کمی و کیفی صندوق های سرمایه گذاری را در سیاست های کوتاه مدت و بلند مدت، مورد توجه قرار دهند.


","صندوق سرمایه گذاری, بازار سرمایه, رشد اقتصادی, بازار اولیه, مدل گشتاور های تعمیم یافته (GMM)",23,2,https://ecor.modares.ac.ir/article-18-62591-fa.html
بررسی تأثیر اعمال مالیات بر خدمات مالی بر رشد اقتصادی در ایران,"
همواره اصلاح نظام درآمدی دولت، از طریق سهم درآمدهای مالیاتی مورد تأکید قرار گرفته است. همچنین اصلاح و تقویت همه جانبه نظام مالی کشور، با هدف پاسخگویی به نیازهای اقتصاد ملی و ایجاد ثبات نیز از دیگر محورهای مورد تأکید است. در این راستا، یکی از شیوه‌های ارتقای نقش درآمدهای مالیاتی در تأمین بودجه عمومی دولت، گسترش پایه‌های مالیاتی محسوب می‌شود که فواید دیگری نیز برای نظام اقتصادی به همراه دارد که از آن جمله می‌توان به تقویت حوزه نظارتی و ارتقاء اثربخشی در اجرای سیاست‌های اقتصادی اشاره کرد. با این حال، مالیات دارای آثار مهمی بر تخصیص منابع در اقتصاد است. در ادبیات اقتصادی، برقراری مالیات به نوعی دخالت در مکانیسم بازار بوده که دارای آثار ناکارآیی تخصیصی و زیان رفاهی است. این ناکارآیی تخصیصی، به­عنوان بخشی از هزینه برقراری مالیات محسوب می‌شود اما با برنامه‌ریزی در مورد درآمد ناشی از مالیات، می‌توان رفاه جامعه را افزایش داد؛ به­طوری که حتی رفاه از دست رفته را جبران کند. به­عنوان یک شاخص اقتصادی، نرخ‌ها و معافیت‌های مالیاتی باید به نوعی تعیین شود که در مجموع، رفاه جامعه حداکثر گردد. در سیستم مالیات ارزش ‌افزوده ایران، بعضی از کالاها و خدمات از جمله خدمات مالی، معاف از پرداخت مالیات می‌باشند. معافیت برخی خدمات مالی از مالیات، موجب به­وجود آمدن اختلال در اقتصاد می‌شود. در این مطالعه، به منظور فهم اهمیت معافیت مالیات ارزش ‌افزوده در نوسانات اقتصاد کلان و درک شوک‌های وارد بر اقتصاد، تلاش شده است که اثرات وضع مالیات ارزش‌ افزوده بر خدمات مالی در چهارچوب مدل تعادل عمومی قابل محاسبه، مدل‌سازی شود و واکنش متغیرهای اقتصادی به شوک‌های مختلف در انتقال از وضعیت معاف به سوی مالیات‌بندی کامل بررسی گردد. بر همین اساس در این تحقیق، با استفاده از الگوی تعادل عمومی، آثار رفاهی بررسی و تغییرات رفاه، درصد تغییر در تولید ناخالص داخلی، تغییر در ارزش تولید ناخالص داخلی، تغییرات تقاضای خانوار بخش خصوصی و بخش دولتی، تجزیه رفاهی اثر کارآیی تخصیصی و تغییر رفاه ناشی از تجربه سیاستی برای کشور ایران و بخش‌های خدمات مالی و خدمات بیمه‌ای در قالب سناریوسازی مالیاتی ارزیابی شده است. نتایج به دست آمده، نشان می‌دهد که میزان رفاه اجتماعی ناشی از اعمال مالیات بر خدمات مالی در نرخ مالیات 4 درصد (نرخ بهینه)، بیشترین مقدار را دارد و برای خدمات بیمه‌ای نرخ بهینه، نرخ مالیات 9 درصد می‌باشد. 
","خدمات مالی, رشد اقتصادی, رفاه اجتماعی, مالیات, مدل تعادل عمومی قابل محاسبه",23,2,https://ecor.modares.ac.ir/article-18-61680-fa.html
بررسی تأثیر سرمایه‌گذاری مستقیم خارجی و نرخ ارز بر گردشگری در ایران: شواهدی از رویکرد  NARDL,"
امروزه، توسعه گردشگری مورد توجه برنامه‌ریزان اقتصاد دولتی و خصوصی همۀ کشورها قرار گرفته است. توسعه صنعت گردشگری برای کشورهای در حال توسعه که با معضلاتی همچون نرخ بیکاری بالا، محدودیت منابع ارزی و اقتصاد تک‌محصولی مواجه اند، دارای اهمیت فراوانی است. در کشورهایی که برای توسعۀ اقتصادی با محدودیت منابع داخلی روبه‌رو هستند، استفاده از منابع خارجی برای سرمایه‌گذاری و افزایش درآمدهای گردشگری، امری ضروری است. لذا باتوجه ‌به اهمیت موضوع، در پژوهش حاضر نیز همگام با مطالعات دیگر، قصد داریم تا به بررسی تأثیر سرمایه‌گذاری مستقیم‌خارجی و نرخ ارز بر گردشگری در ایران، طی بازه زمانی 2019-1981 بپردازیم. برای این منظور، از روش خودرگرسیونی با وقفه‌های توزیعی غیرخطی (NARDL) استفاده شده، و نتایج، حاکی از تأثیر نامتقارن سرمایه‌گذاری مستقیم خارجی در کوتاه‌مدت و بلندمدت بر گردشگری بوده؛ به‌طوری‌که در کوتاه‌مدت و بلند‌مدت، تأثیر تغییرات مثبت و منفی متغیر سرمایه‌گذاری مستقیم خارجی بر گردشگری، و نیز تأثیر نرخ ارز بر گردشگری، مثبت و معنی‌دار است.
","گردشگری, سرمایه‌گذاری مستقیم خارجی, نرخ ارز, روش خودرگرسیونی با وقفه‌های توزیعی غیرخطی",23,2,https://ecor.modares.ac.ir/article-18-62078-fa.html
کلید حل معمای فسادمالی: جنسیت، دولت، ادیان و تأثیر آنها بر هم,"
در مقاله حاضر با هدف تبیین رفتار جنسیتی انسانها در قالب نهاد دولت سعی شده است تا به این سوال پاسخ داده شود که آیا با کاهش نابرابری های جنسیتی، فسادمالی کاهش می یابد یا فسادمالی مانعی در جهت دستیابی به برابری های جنسیتی است؟ همچنین آیا تحقق و گسترش فسادمالی بیشتر در گرو عوامل جنسیتی است یا نهادی؟ در این راستا برای داده های آماری 89 کشور منتخب جهان با استفاده از از رویکرد داده های تابلویی پویا و سیستمی (GMM System) و خودرگرسیون برداری (PVAR) طی دوره 2017-2008 به بررسی رابطه فسادمالی و نابرابری جنسیتی پرداخته شده است. در این راستا شاخص نابرابری جنسیتی (GII)، شاخص ادراک فسادمالی (CPI) و شاخص پولشویی (AML) به عنوان جایگزینی برای شاخص فسادمالی استفاده شده است. همچنین به منظور بررسی حساسیت عملکرد نهاد دولت دو گروه ابزارهای عملکردی دولت نیز مورد استفاده قرار گرفته است. نتایج حاصل از سیستم های برآوردی حاکی از آن است که در پی افزایش مشارکت زنان در بخش عمومی،‌فسادمالی کاهش می یابد و فسادمالی مشارکت زنان را در بخش عمومی کاهش می دهد. به عبارتی رابطه علی بین این دو متغیر اثبات شده است. همچنین در پی یافتن کلید حل معمای فسادمالی حاکی از آن است که فارغ از هرگونه رفتار جنسیتی، نهاد دولت به عنوان حلقه مفقوده رابطه جنسیت و فسادمالی، به طور معناداری در اثرگذاری این دو شاخص بر هم مؤثر می باشد. همچنین برخلاف نهاد دولت، ادیان هیچ گونه تأثیری در ارتباط متغیرهای سیستمی بر هم ندارند. 
","فسادمالی, پولشویی, جنسیت, ادیان, دولت",23,2,https://ecor.modares.ac.ir/article-18-63395-fa.html
اثر شاخص تمرکز بر سودآوری سیستم بانکی کشورهای عضو سازمان همکاری اسلامی,"
طی دو دهه گذشته، سیستم مالی در سراسر دنیا، تغییرات قابل ملاحظه ای را در محیط فعالیت خود تجربه کرده و عوامل داخلی و خارجی متعددی بر ساختار و عملکرد آن تأثیر گذار بوده است. با وجود این، بر خلاف تمامی تغییرات مذکور، سیستم بانکی همچنان میدان دار اصلی تأمین مالی فعالیت اقتصادی در بسیاری از کشورها است و بنابراین، ارزیابی عملکرد نظام بانکی، حائز اهمیت است. سودآوری از جمله عوامل تأثیر گذار در ارزیابی عملکرد بانک ها محسوب می شود و از این رو، شناخت عوامل مؤثر بر آن که مشتمل بر عوامل داخلی و خارجی است، ضروری می باشد. هدف محوری این مقاله، ارزیابی تأثیر شاخص تمرکز بر سودآوری صنعت بانکداری به روش گشتاورهای تعمیم یافته سیستمی است. در این مقاله، وضعیت بازار متشکل پولی کشورهای عضو سازمان همکاری اسلامی که شامل 52 کشور در بازه زمانی 2019-2005 می باشد، مورد بررسی قرارگرفت. برای این منظور، از شاخص هرفیندال- هیرشمن جهت اندازه گیری تمرکز و از بازده کل دارایی ها و شاخص ثبات بانکی، به عنوان معیارهای سودآوری و ریسک بانک ها استفاده شد. نتیجه برازش الگوی تحقیق، نشان دهنده تأثیر مثبت شاخص تمرکز بر بازده کل دارایی ها است؛ بدین معنا که افزایش تمرکز بازاری، باعث افزایش سودآوری شده است. با توجه به واقعیت های مشهود در اقتصاد کشورهای مورد مطالعه، ﺷﺪت ﺗﻤﺮﮐﺰ در ﺻﻨﻌﺖ ﺑﺎﻧﮑﺪاری، ﻣﯽﺗﻮاﻧﺪ از ﻃﺮیﻖ ﺗﺤﺖ ﺗﺄﺛﯿﺮ ﻗﺮار دادن ﮐﺎرآیﯽ و اﺛﺮﺑﺨﺸﯽ ﻣﻨﺎﺑﻊ، ﭘﯿﺎﻣﺪﻫﺎی ﺑﺎ اﻫﻤﯿﺘﯽ ﺑﺮ ﺳﻮدآوری ﺑﺎﻧﮏﻫﺎ داﺷﺘﻪ ﺑﺎﺷﺪ. علاوه  برآن، متغیر‌های مستقل با وقفه (شاخص ثبات بانکی، کفایت سرمایه و بازده دارایی‌ها) و همچنین متغیرهای نسبت وام به سپرده و نسبت دارایی های بانک مرکزی، دارای تأثیر مثبت و معناداری با ریسک هستند.
","سیستم بانکی, سودآوری بانک, مدیریت ریسک, شاخص تمرکز",23,2,https://ecor.modares.ac.ir/article-18-62633-fa.html
بررسی اثرات شوک های سیاست پولی بر حباب قیمت سهام: کاربرد روش خودرگرسیون برداری ساختاری با پارامتر متغیر در زمان (TVP-SVAR),"
یکی از بازارهایی که در بحران اخیر اقتصاد ایران (بعد از دور دوم تحریم‌ها) به شدت متلاطم شده و رفتاری حباب‌گونه از خود نشان داده، بازار سهام بوده است. سؤال مهمی که اکنون پیش آمده، این است که آیا افزایش شدید قیمت سهام، ناشی از حباب بوده و اگر چنین بوده، چه متغیری مسبب آن بوده است؟ ادبیات اقتصادی جدید، به نقش مهم متغیر سیاست پولی بر شکل‌گیری حباب‌ها تأکید دارد؛ بر این اساس، در این مطالعه، به بررسی نقش سیاست پولی در شکل‌گیری حباب بازار سهام ایران پرداخته شده است. برای شناسایی حباب از روش فیلیپس و همکاران (۲۰۱۵) و برای بررسی اثر سیاست پولی بر اندازه حباب از روش گالی و گمبتی (۲۰۱۴) و همچنین روش خودرگرسیون برداری با پارامترهای متغیر در زمان (در بازه ۱۳۸۳ تا ۱۳۹۸) استفاده شده است. به دلیل ساختار اقتصاد ایران، برای حصول نتایج دقیق‌تر، از سه متغیر نرخ بهره، حجم نقدینگی و اعتبارات اعطایی به بخش خصوصی به عنوان نماینده سیاست پولی استفاده شد. نتایج به دست آمده، حاکی از آن است که بازار سهام ایران در برخی از دوره‌ها، درگیر حباب قیمتی بوده است و شوک نرخ بهره و شوک نقدینگی بر تقویت آن، مؤثر بوده‌اند؛ اما اعتبارات اعطایی به بخش خصوصی، بخش حبابی قیمت سهام را تحت تأثیر قرار نداده است. همچنین میزان اثرگذاری سیاست پولی بر حباب بازار سهام، طی زمان متغیر بوده و در دوره مورد بررسی، افزایش پیدا کرده، به نحوی که در سال ۱۳۹۷ (سالی که بازار سهام درگیر حباب قیمتی بوده است)، به بیشترین مقدار خود رسیده است.

","سیاست پولی, نرخ بهره, نقدینگی, حباب قیمت بازار سهام, روش خودرگرسیون برداری با پارامتر متغیر در زمان",23,2,https://ecor.modares.ac.ir/article-18-63923-fa.html
